"","id","GR19-MIT5","IS19-13","IS19-14","domain","major_clade","kingdom","phylum","class","order","family","genus"
"166","NTU166",0,5,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"167","NTU167",32,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"168","NTU168",8,6,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"169","NTU169",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"170","NTU170",180,26,5,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"171","NTU171",0,46,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"172","NTU172",0,10,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"173","NTU173",181,94,8,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"174","NTU174",0,73,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"175","NTU175",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"176","NTU176",120,77,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"177","NTU177",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"178","NTU178",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"179","NTU179",25,82,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"180","NTU180",1,5,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"181","NTU181",0,8,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"182","NTU182",350,220,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"183","NTU183",14,23,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"184","NTU184",0,53,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Williamsia"
"185","NTU185",0,4,5,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Segniliparaceae","Segniliparaceae family"
"186","NTU186",29,10,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Corynebacteriales","Tsukamurellaceae","Tsukamurella"
"187","NTU187",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"188","NTU188",25,11,8,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"189","NTU189",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"190","NTU190",0,20,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"191","NTU191",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Cryptosporangium"
"192","NTU192",0,7,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Cryptosporangiaceae","Fodinicola"
"193","NTU193",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"194","NTU194",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"195","NTU195",0,20,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"196","NTU196",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"197","NTU197",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"198","NTU198",12,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"199","NTU199",0,71,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Frankia"
"200","NTU200",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"201","NTU201",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"202","NTU202",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"203","NTU203",9,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"204","NTU204",21,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"205","NTU205",25,37,3,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"206","NTU206",47,128,11,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"207","NTU207",9,52,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans"
"208","NTU208",7,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"209","NTU209",11,18,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"210","NTU210",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"211","NTU211",20,27,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"212","NTU212",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"213","NTU213",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilaceae family"
"214","NTU214",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus"
"215","NTU215",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus"
"216","NTU216",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia"
"217","NTU217",1,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia"
"218","NTU218",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Klenkia"
"219","NTU219",0,5,3,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter"
"220","NTU220",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter"
"221","NTU221",133,659,14,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"222","NTU222",2,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"223","NTU223",266,14601,402,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"224","NTU224",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"225","NTU225",8,1519,42,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"226","NTU226",1,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"227","NTU227",61,527,14,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"228","NTU228",0,4,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella"
"229","NTU229",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila"
"230","NTU230",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus Planktophila"
"231","NTU231",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade"
"232","NTU232",132,4,83,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade"
"233","NTU233",35,0,52,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","hgcI clade"
"234","NTU234",0,47,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"235","NTU235",0,117,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"236","NTU236",0,326,31,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"237","NTU237",0,82,10,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga"
"238","NTU238",116,29,5,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"239","NTU239",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"240","NTU240",1,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthya"
"241","NTU241",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae family"
"242","NTU242",0,0,42,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae family"
"243","NTU243",0,4,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae family"
"244","NTU244",37,47,12,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Sporichthyaceae family"
"245","NTU245",9,11,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"246","NTU246",2685,572,169,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"247","NTU247",264,0,8,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"248","NTU248",1804,1474,142,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"249","NTU249",210,298,116,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"250","NTU250",5650,3231,456,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"251","NTU251",83,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Frankiales","Frankiales order","Frankiales order"
"252","NTU252",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"253","NTU253",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"254","NTU254",0,0,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"255","NTU255",45,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"256","NTU256",19,4,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter"
"257","NTU257",8,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus"
"258","NTU258",15,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia"
"259","NTU259",31,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"260","NTU260",10,9,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"261","NTU261",0,3,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"262","NTU262",0,65,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporiaceae family"
"263","NTU263",0,13,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Bogoriellaceae","Georgenia"
"264","NTU264",27,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"265","NTU265",10,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"266","NTU266",2,0,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"267","NTU267",45,14,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"268","NTU268",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
"269","NTU269",0,0,10,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Actinotalea"
"270","NTU270",0,3,54,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"271","NTU271",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"272","NTU272",2,40,1,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"273","NTU273",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"274","NTU274",0,0,4,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"275","NTU275",1,22,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"276","NTU276",0,0,6,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"277","NTU277",0,0,2,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"278","NTU278",0,0,14,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"279","NTU279",30,42,74,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"280","NTU280",0,6,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"281","NTU281",0,12,0,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"282","NTU282",307,74,21,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"283","NTU283",142,5,59,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"284","NTU284",0,0,3,"Bacteria","Bacteria domain","Bacteria domain","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Oerskovia"
